VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,store_and_fwd_flag,payment_type,fare_amount,tip_amount,extra,total_amount
1,2024-01-20 07:17:00,2024-01-20 07:26:00,1,4.515,126,146,N,CRD,13.49,0.09,0.0,13.58
1,2024-01-02 16:14:00,2024-01-02 16:32:00,2,0.389,169,95,N,CSH,3.38,0.37,0.0,3.75
1,2024-01-24 06:37:00,2024-01-24 06:49:00,1,1.136,202,175,N,CRD,4.34,0.0,0.0,4.34
2,2024-01-20 18:09:00,2024-01-20 18:17:00,2,8.126,48,57,N,CRD,23.22,0.11,0.0,23.33
1,2024-01-25 14:27:00,2024-01-25 14:50:00,2,1.221,91,241,N,NoCharge,5.28,0.51,0.0,5.79
2,2024-01-26 15:32:00,2024-01-26 15:44:00,1,0.351,242,15,N,CRD,2.5,0.95,0.0,3.45
2,2024-01-07 13:41:00,2024-01-07 13:59:00,1,1.218,253,20,N,CRD,5.32,0.72,0.0,6.04
1,2024-01-07 12:42:00,2024-01-07 12:44:00,1,11.663,198,74,N,CRD,30.79,0.0,0.0,30.79
1,2024-01-29 15:17:00,2024-01-29 15:35:00,2,0.537,259,106,N,CSH,2.84,0.28,0.0,3.12
1,2024-01-17 11:05:00,2024-01-17 11:29:00,2,1.307,214,64,N,CRD,6.52,1.38,0.0,7.9
1,2024-01-14 13:51:00,2024-01-14 14:23:00,3,5.576,133,215,N,CSH,15.44,1.11,0.0,16.55
2,2024-01-09 21:40:00,2024-01-09 21:48:00,1,1.277,138,262,N,CRD,6.15,0.38,0.0,6.53
1,2024-01-20 19:25:00,2024-01-20 19:47:00,1,9.881,101,245,N,CRD,29.49,6.44,0.5,36.43
2,2024-01-24 08:56:00,2024-01-24 09:00:00,2,4.599,72,176,N,CRD,13.06,0.0,0.0,13.06
1,2024-01-01 01:43:00,2024-01-01 02:03:00,1,0.801,80,219,N,CRD,4.97,1.49,0.0,6.46
1,2024-01-18 03:09:00,2024-01-18 03:12:00,6,5.52,29,197,N,CSH,15.89,2.12,1.0,19.01
2,2024-01-31 19:03:00,2024-01-31 19:32:00,1,3.383,174,221,N,CRD,11.21,3.42,0.0,14.63
1,2024-01-09 16:47:00,2024-01-09 17:08:00,1,1.097,101,23,N,CSH,4.24,0.38,0.0,4.62
1,2024-01-09 16:59:00,2024-01-09 17:02:00,3,1.067,84,3,N,CRD,5.58,0.77,0.0,6.35
1,2024-01-28 05:19:00,2024-01-28 05:24:00,2,3.033,203,221,N,CRD,10.19,2.07,0.0,12.26
1,2024-01-02 22:10:00,2024-01-02 22:12:00,1,0.364,165,64,N,CSH,5.82,1.72,0.0,7.54
2,2024-01-13 07:45:00,2024-01-13 08:01:00,1,0.366,161,39,N,CSH,2.5,0.43,0.0,2.93
1,2024-01-15 04:56:00,2024-01-15 05:25:00,2,2.292,39,235,N,CRD,7.75,2.61,0.0,10.36
1,2024-01-25 17:37:00,2024-01-25 17:51:00,1,2.096,123,223,N,CRD,8.2,0.0,0.0,8.2
1,2024-01-04 23:59:00,2024-01-05 00:05:00,1,3.649,40,261,N,CRD,12.5,0.57,0.0,13.07
1,2024-01-14 10:56:00,2024-01-14 11:05:00,2,2.033,107,142,N,CSH,7.46,1.62,0.0,9.08
1,2024-01-05 17:19:00,2024-01-05 17:56:00,1,3.481,41,70,N,CRD,12.47,1.25,0.0,13.72
2,2024-01-25 10:00:00,2024-01-25 10:26:00,2,0.517,31,101,N,CSH,3.86,0.98,0.0,4.84
2,2024-01-20 14:25:00,2024-01-20 14:46:00,1,0.996,136,229,N,CRD,5.13,1.1,0.0,6.23
1,2024-01-16 09:34:00,2024-01-16 09:55:00,2,1.144,244,190,N,CRD,4.36,0.0,0.0,4.36
1,2024-01-13 04:20:00,2024-01-13 05:43:00,1,0.953,115,24,N,CRD,5.47,0.0,0.0,5.47
1,2024-01-05 17:57:00,2024-01-05 18:03:00,1,4.362,160,26,N,CRD,14.92,1.36,0.0,16.28
1,2024-01-29 13:51:00,2024-01-29 14:13:00,1,4.548,109,44,N,CRD,12.88,1.59,1.0,15.47
1,2024-01-21 01:51:00,2024-01-21 01:54:00,1,2.647,174,99,N,CRD,8.68,0.51,0.0,9.19
1,2024-01-10 21:27:00,2024-01-10 21:34:00,2,0.978,64,205,N,CSH,3.94,0.0,0.0,3.94
1,2024-01-13 19:58:00,2024-01-13 20:07:00,1,8.007,237,235,N,CRD,22.98,0.0,0.0,22.98
2,2024-01-23 12:16:00,2024-01-23 12:20:00,1,0.559,229,228,N,CRD,3.73,0.42,0.0,4.15
2,2024-01-23 07:21:00,2024-01-23 07:33:00,6,1.39,38,16,N,CRD,6.79,0.45,0.0,7.24
1,2024-01-15 07:03:00,2024-01-15 07:18:00,1,1.385,165,250,N,CRD,5.89,0.26,0.0,6.15
1,2024-01-10 09:21:00,2024-01-10 09:39:00,1,0.213,45,40,N,CRD,2.94,0.0,0.0,2.94
2,2024-01-21 11:00:00,2024-01-21 11:22:00,1,5.773,37,29,N,CRD,16.87,4.53,0.5,21.9
2,2024-01-21 09:43:00,2024-01-21 09:53:00,3,0.397,20,71,N,CSH,3.66,0.5,0.0,4.16
2,2024-01-19 14:10:00,2024-01-19 14:21:00,1,0.642,223,167,N,DIS,4.13,0.88,0.0,5.01
1,2024-01-03 06:12:00,2024-01-03 06:17:00,1,6.849,250,154,N,CRD,20.05,3.65,0.0,23.7
1,2024-01-15 15:45:00,2024-01-15 16:19:00,3,4.022,15,121,N,CSH,13.98,4.21,1.0,19.19
2,2024-01-20 00:45:00,2024-01-20 00:52:00,1,6.092,39,136,N,CRD,18.7,0.8,0.0,19.5
1,2024-01-30 10:50:00,2024-01-30 10:52:00,3,2.122,251,123,N,CRD,9.56,1.8,0.0,11.36
1,2024-01-17 07:01:00,2024-01-17 07:10:00,1,7.682,162,166,N,CSH,20.7,0.0,0.0,20.7
2,2024-01-11 14:58:00,2024-01-11 15:10:00,1,2.887,169,160,N,CRD,8.96,0.12,0.0,9.08
1,2024-01-18 05:30:00,2024-01-18 06:06:00,1,1.704,253,15,N,CSH,7.87,0.21,0.0,8.08
1,2024-01-06 11:51:00,2024-01-06 11:55:00,1,1.178,72,240,N,CRD,4.44,0.41,0.0,4.85
2,2024-01-03 19:28:00,2024-01-03 19:41:00,1,4.724,168,34,N,CRD,15.93,3.92,0.0,19.85
2,2024-01-22 00:30:00,2024-01-22 00:39:00,1,0.903,75,245,N,CSH,4.25,0.21,0.0,4.46
1,2024-01-31 13:43:00,2024-01-31 13:46:00,1,5.281,148,239,N,CSH,15.56,0.92,0.5,16.98
2,2024-01-27 05:25:00,2024-01-27 05:35:00,4,0.906,240,149,N,CSH,4.39,0.16,0.0,4.55
1,2024-01-19 02:14:00,2024-01-19 02:16:00,5,4.561,161,101,N,CRD,13.91,0.34,0.0,14.25
1,2024-01-02 05:56:00,2024-01-02 06:14:00,1,9.142,50,155,N,CRD,27.01,1.66,0.0,28.67
2,2024-01-31 15:03:00,2024-01-31 15:06:00,1,1.465,151,34,N,CRD,7.48,0.0,0.0,7.48
2,2024-01-14 22:31:00,2024-01-14 22:40:00,4,1.856,6,195,N,CRD,9.1,1.38,0.0,10.48
1,2024-01-09 23:30:00,2024-01-09 23:38:00,1,0.337,212,77,N,CRD,5.62,0.29,0.0,5.91
1,2024-01-28 16:00:00,2024-01-28 16:40:00,1,3.386,98,189,N,CSH,10.51,0.0,0.0,10.51
2,2024-01-24 03:19:00,2024-01-24 03:28:00,3,0.87,255,140,N,CRD,3.68,0.0,1.0,4.68
1,2024-01-24 05:42:00,2024-01-24 05:47:00,1,0.305,171,212,N,DIS,3.43,0.0,0.5,3.93
1,2024-01-09 14:38:00,2024-01-09 14:53:00,1,2.47,174,69,N,CSH,9.0,2.04,0.0,11.04
2,2024-01-31 17:54:00,2024-01-31 17:57:00,3,1.645,238,24,N,CSH,5.61,0.0,1.0,6.61
1,2024-01-15 00:56:00,2024-01-15 01:04:00,1,4.11,68,237,N,CSH,13.57,0.26,0.0,13.83
2,2024-01-17 11:22:00,2024-01-17 11:28:00,2,4.189,144,152,N,CRD,11.97,1.0,0.0,12.97
2,2024-01-24 06:42:00,2024-01-24 07:58:00,4,3.366,21,101,N,CRD,10.51,1.76,0.0,12.27
1,2024-01-21 11:02:00,2024-01-21 11:06:00,1,1.06,233,196,N,CRD,5.89,1.63,0.0,7.52
1,2024-01-06 08:10:00,2024-01-06 08:48:00,4,4.248,128,5,N,CRD,13.59,2.62,1.0,17.21
2,2024-01-10 09:02:00,2024-01-10 09:05:00,1,0.778,228,62,N,CRD,4.52,0.2,0.0,4.72
1,2024-01-12 04:43:00,2024-01-12 04:50:00,4,1.168,226,115,N,CRD,5.66,1.05,0.5,7.21
1,2024-01-30 08:57:00,2024-01-30 09:01:00,1,2.025,119,176,N,CRD,8.22,0.0,0.5,8.72
1,2024-01-23 03:35:00,2024-01-23 03:52:00,1,3.569,197,61,N,CRD,10.82,1.3,1.0,13.12
2,2024-01-12 08:33:00,2024-01-12 08:55:00,2,0.704,202,13,N,CRD,4.59,1.12,0.5,6.21
2,2024-01-23 18:38:00,2024-01-23 18:43:00,4,0.774,67,102,N,CRD,4.43,0.4,0.0,4.83
1,2024-01-23 21:27:00,2024-01-23 21:41:00,2,1.826,127,184,N,CSH,7.2,0.67,0.0,7.87
2,2024-01-13 05:18:00,2024-01-13 05:34:00,2,2.429,57,158,N,CRD,9.73,1.58,0.0,11.31
1,2024-01-13 11:56:00,2024-01-13 12:04:00,6,0.409,33,120,N,CRD,3.81,0.49,0.0,4.3
2,2024-01-28 17:21:00,2024-01-28 17:34:00,1,0.8,92,8,N,CSH,5.92,0.34,0.0,6.26
2,2024-01-18 09:59:00,2024-01-18 10:08:00,4,1.459,38,175,N,CRD,5.65,1.27,0.0,6.92
2,2024-01-05 15:14:00,2024-01-05 15:43:00,1,0.458,130,36,N,CSH,3.55,0.0,0.5,4.05
2,2024-01-23 07:31:00,2024-01-23 07:36:00,1,3.183,246,76,N,CRD,9.46,1.5,0.0,10.96
2,2024-01-19 06:38:00,2024-01-19 06:41:00,1,0.882,30,93,N,CRD,3.74,1.07,0.0,4.81
1,2024-01-16 18:38:00,2024-01-16 18:54:00,5,4.741,150,98,N,CRD,13.98,4.15,0.0,18.13
2,2024-01-23 11:28:00,2024-01-23 11:38:00,1,1.148,75,154,N,CSH,5.84,0.28,0.0,6.12
2,2024-01-29 02:52:00,2024-01-29 03:10:00,1,1.48,179,49,N,CRD,5.7,0.69,1.0,7.39
2,2024-01-11 05:50:00,2024-01-11 05:54:00,1,6.842,72,235,N,CSH,18.6,3.06,0.0,21.66
1,2024-01-13 23:57:00,2024-01-14 00:07:00,1,2.28,113,91,N,CRD,8.54,0.62,0.0,9.16
1,2024-01-06 20:59:00,2024-01-06 21:01:00,1,1.302,131,198,N,CSH,4.76,0.63,0.0,5.39
2,2024-01-21 01:25:00,2024-01-21 01:33:00,1,1.922,114,41,N,CRD,6.3,0.0,0.0,6.3
1,2024-01-13 11:37:00,2024-01-13 11:45:00,4,2.449,48,48,N,CRD,7.8,0.24,0.0,8.04
2,2024-01-11 14:43:00,2024-01-11 14:52:00,4,8.361,251,220,N,CSH,23.8,3.54,0.0,27.34
1,2024-01-22 14:12:00,2024-01-22 14:28:00,2,1.769,48,227,N,CRD,6.05,0.0,0.0,6.05
2,2024-01-13 15:40:00,2024-01-13 15:42:00,1,0.669,225,116,N,CRD,4.27,0.29,0.0,4.56
2,2024-01-15 09:29:00,2024-01-15 10:22:00,4,3.014,233,192,N,CRD,10.78,1.81,0.0,12.59
1,2024-01-14 15:23:00,2024-01-14 15:34:00,1,0.755,200,29,N,NoCharge,4.86,0.43,0.0,5.29
1,2024-01-09 00:21:00,2024-01-09 00:54:00,1,4.234,110,18,N,CRD,14.81,0.4,0.0,15.21
2,2024-01-04 21:36:00,2024-01-04 21:42:00,1,0.228,150,218,N,CSH,3.23,0.39,0.0,3.62
2,2024-01-26 15:27:00,2024-01-26 15:31:00,1,0.993,16,198,N,CRD,6.41,1.01,0.0,7.42
2,2024-01-03 20:14:00,2024-01-03 20:18:00,1,1.426,123,245,N,CRD,6.69,0.31,0.0,7.0
1,2024-01-11 01:42:00,2024-01-11 02:01:00,1,2.001,134,38,N,CRD,7.11,0.0,0.0,7.11
1,2024-01-21 16:36:00,2024-01-21 16:40:00,3,2.479,244,152,N,CRD,7.74,1.21,0.0,8.95
2,2024-01-05 01:41:00,2024-01-05 02:00:00,2,3.238,95,59,N,CSH,10.76,0.0,0.0,10.76
2,2024-01-21 07:42:00,2024-01-21 07:44:00,1,8.01,10,70,N,CSH,21.52,0.05,0.5,22.07
1,2024-01-23 17:24:00,2024-01-23 17:39:00,1,2.56,247,31,N,CSH,8.68,2.3,0.5,11.48
1,2024-01-21 13:12:00,2024-01-21 13:15:00,2,0.228,31,201,N,CSH,2.92,0.0,0.0,2.92
2,2024-01-10 10:56:00,2024-01-10 11:11:00,1,0.991,1,194,N,CRD,6.16,2.01,0.0,8.17
1,2024-01-01 14:42:00,2024-01-01 14:45:00,1,5.482,187,221,N,UNK,15.5,0.54,0.0,16.04
2,2024-01-28 12:11:00,2024-01-28 12:14:00,2,3.353,34,231,N,CRD,11.32,0.98,0.0,12.3
2,2024-01-11 02:57:00,2024-01-11 03:16:00,1,0.954,9,165,N,CRD,3.91,0.0,0.0,3.91
2,2024-01-25 22:55:00,2024-01-25 23:18:00,1,3.61,29,212,N,NoCharge,12.39,1.51,0.0,13.9
1,2024-01-07 03:10:00,2024-01-07 03:21:00,1,4.336,154,138,N,CSH,14.85,0.51,0.0,15.36
1,2024-01-06 00:50:00,2024-01-06 00:59:00,1,0.992,203,52,N,CRD,4.15,0.84,0.5,5.49
2,2024-01-25 02:56:00,2024-01-25 03:07:00,1,5.829,45,182,N,CRD,17.22,0.68,0.5,18.4
1,2024-01-30 03:09:00,2024-01-30 03:24:00,2,1.004,200,179,N,CRD,7.6,1.41,0.5,9.51
1,2024-01-27 16:18:00,2024-01-27 16:24:00,1,2.335,65,79,N,CRD,7.6,0.08,0.5,8.18
1,2024-01-24 06:55:00,2024-01-24 07:01:00,1,1.824,171,144,N,CRD,6.06,1.69,0.0,7.75
1,2024-01-08 15:31:00,2024-01-08 16:00:00,3,1.51,40,206,N,CRD,6.5,0.11,0.0,6.61
2,2024-01-29 07:25:00,2024-01-29 07:41:00,1,5.933,144,118,N,CSH,16.33,4.78,1.0,22.11
2,2024-01-21 16:52:00,2024-01-21 16:59:00,5,7.818,172,203,N,CSH,22.42,0.0,0.0,22.42
1,2024-01-06 08:05:00,2024-01-06 08:09:00,1,2.71,23,59,N,CSH,10.15,0.09,0.0,10.24
2,2024-01-05 00:14:00,2024-01-05 00:30:00,1,6.808,130,35,N,CRD,18.52,0.23,0.0,18.75
1,2024-01-28 00:08:00,2024-01-28 00:32:00,2,2.956,154,133,N,CSH,8.89,1.44,0.0,10.33
2,2024-01-09 12:42:00,2024-01-09 12:59:00,4,5.1,23,94,N,CRD,16.28,0.0,0.5,16.78
1,2024-01-24 17:49:00,2024-01-24 18:06:00,2,0.673,204,106,N,CRD,5.92,0.88,0.0,6.8
1,2024-01-05 07:09:00,2024-01-05 07:20:00,2,1.924,39,247,N,CRD,7.01,0.2,0.0,7.21
1,2024-01-09 16:43:00,2024-01-09 16:45:00,2,3.814,17,207,N,CRD,13.42,0.21,0.0,13.63
1,2024-01-09 18:56:00,2024-01-09 18:58:00,1,3.636,143,11,N,CRD,13.36,0.18,0.0,13.54
1,2024-01-09 17:08:00,2024-01-09 17:11:00,2,0.484,67,170,N,DIS,4.42,0.32,0.0,4.74
2,2024-01-21 22:00:00,2024-01-21 22:05:00,1,0.618,77,134,N,CSH,4.18,0.54,0.0,4.72
2,2024-01-29 08:18:00,2024-01-29 08:37:00,1,3.122,201,111,N,CSH,10.98,1.52,0.0,12.5
2,2024-01-29 05:16:00,2024-01-29 05:19:00,1,0.582,118,150,N,CSH,4.83,0.0,0.0,4.83
1,2024-01-23 23:42:00,2024-01-23 23:44:00,1,0.623,175,61,N,CRD,3.06,0.0,0.0,3.06
2,2024-01-07 06:40:00,2024-01-07 06:45:00,1,1.263,88,139,N,CRD,5.54,0.37,1.0,6.91
2,2024-01-30 18:40:00,2024-01-30 18:44:00,1,0.658,197,232,N,CRD,3.14,0.11,0.0,3.25
2,2024-01-17 19:18:00,2024-01-17 19:29:00,1,1.133,246,100,N,DIS,4.43,0.74,0.0,5.17
2,2024-01-17 22:11:00,2024-01-17 22:13:00,2,0.913,29,22,N,CSH,5.1,0.14,0.0,5.24
1,2024-01-22 17:50:00,2024-01-22 17:58:00,1,2.672,149,29,N,CSH,9.08,1.28,0.0,10.36
1,2024-01-24 20:12:00,2024-01-24 20:41:00,1,1.165,206,223,N,CSH,5.45,0.99,0.0,6.44
1,2024-01-30 12:58:00,2024-01-30 13:13:00,2,5.985,32,179,N,NoCharge,17.33,0.0,1.0,18.33
2,2024-01-19 01:17:00,2024-01-19 01:58:00,1,2.449,189,263,N,CRD,8.44,3.16,0.0,11.6
1,2024-01-19 21:53:00,2024-01-19 22:10:00,1,0.976,261,218,N,CRD,4.93,1.09,0.0,6.02
1,2024-01-24 02:40:00,2024-01-24 02:45:00,4,6.645,230,203,N,CRD,20.68,0.0,0.0,20.68
1,2024-01-08 21:47:00,2024-01-08 22:07:00,2,3.845,92,86,N,NoCharge,12.76,1.27,0.0,14.03
2,2024-01-10 12:56:00,2024-01-10 13:17:00,1,0.469,207,258,N,CRD,2.74,0.03,0.0,2.77
1,2024-01-20 09:21:00,2024-01-20 09:35:00,1,6.368,19,233,N,CRD,17.98,6.22,0.0,24.2
1,2024-01-02 23:42:00,2024-01-03 00:02:00,1,0.436,181,222,N,CSH,4.28,0.71,0.0,4.99
2,2024-01-10 22:26:00,2024-01-10 23:02:00,1,0.753,212,27,N,CSH,4.11,0.19,0.0,4.3
1,2024-01-23 06:11:00,2024-01-23 06:21:00,1,7.513,115,73,N,CRD,21.8,0.0,0.0,21.8
2,2024-01-31 06:14:00,2024-01-31 06:17:00,1,0.593,69,85,N,CRD,3.96,1.11,0.0,5.07
1,2024-01-17 02:30:00,2024-01-17 02:38:00,5,4.044,157,200,N,CSH,12.82,0.0,0.0,12.82
1,2024-01-13 09:21:00,2024-01-13 09:24:00,2,0.527,227,137,N,CSH,5.09,0.0,0.0,5.09
2,2024-01-14 15:38:00,2024-01-14 16:29:00,2,0.87,63,62,N,CRD,5.08,0.43,0.0,5.51
2,2024-01-22 05:57:00,2024-01-22 06:00:00,2,2.486,257,13,N,CRD,10.65,0.95,0.0,11.6
1,2024-01-17 21:05:00,2024-01-17 21:10:00,2,1.392,144,208,N,CRD,5.32,0.98,0.5,6.8
1,2024-01-01 17:16:00,2024-01-01 17:29:00,1,5.025,182,103,N,CSH,14.15,0.0,0.0,14.15
1,2024-01-17 17:11:00,2024-01-17 17:30:00,3,1.07,76,108,N,CRD,5.57,0.05,0.5,6.12
2,2024-01-13 09:38:00,2024-01-13 09:58:00,2,0.269,200,177,N,CRD,2.96,0.0,0.0,2.96
1,2024-01-22 17:23:00,2024-01-22 17:36:00,2,1.764,249,80,N,CRD,7.04,1.27,0.0,8.31
2,2024-01-28 03:04:00,2024-01-28 03:08:00,1,2.169,210,261,N,CSH,8.28,2.36,0.0,10.64
1,2024-01-30 20:03:00,2024-01-30 20:11:00,1,3.359,63,136,N,CRD,9.9,0.0,0.0,9.9
2,2024-01-19 22:00:00,2024-01-19 22:31:00,1,1.462,205,87,N,CRD,5.15,1.7,0.5,7.35
1,2024-01-12 05:44:00,2024-01-12 05:54:00,1,0.954,106,30,N,NoCharge,5.61,0.98,0.0,6.59
2,2024-01-14 18:17:00,2024-01-14 18:19:00,2,0.669,236,126,N,CRD,3.17,0.0,0.0,3.17
2,2024-01-06 11:17:00,2024-01-06 11:28:00,4,2.48,17,154,N,NoCharge,8.19,0.0,0.0,8.19
2,2024-01-30 00:20:00,2024-01-30 00:22:00,2,13.529,25,94,N,CSH,36.15,5.33,0.0,41.48
2,2024-01-27 06:23:00,2024-01-27 06:35:00,1,2.908,19,50,N,CRD,9.69,0.0,0.0,9.69
1,2024-01-27 11:21:00,2024-01-27 12:13:00,1,0.29,128,250,N,CRD,4.01,1.18,0.0,5.19
2,2024-01-11 04:07:00,2024-01-11 04:17:00,1,1.624,70,97,N,CRD,7.23,0.0,0.0,7.23
2,2024-01-10 23:43:00,2024-01-10 23:56:00,1,0.505,89,198,N,CSH,4.0,0.32,0.0,4.32
1,2024-01-27 13:19:00,2024-01-27 13:37:00,1,0.877,11,221,N,CRD,5.26,0.07,0.0,5.33
2,2024-01-17 21:08:00,2024-01-17 21:13:00,1,2.05,110,179,N,CRD,6.62,0.79,0.0,7.41
2,2024-01-22 20:15:00,2024-01-22 20:18:00,1,2.353,186,215,N,CRD,7.63,0.0,0.0,7.63
1,2024-01-16 04:25:00,2024-01-16 04:39:00,1,2.153,40,218,N,CSH,11.48,0.0,0.0,11.48
1,2024-01-14 17:25:00,2024-01-14 17:31:00,1,3.791,71,250,N,CRD,12.13,0.91,0.0,13.04
2,2024-01-20 14:21:00,2024-01-20 14:33:00,3,2.324,165,215,N,CRD,9.19,0.4,0.0,9.59
2,2024-01-26 04:51:00,2024-01-26 04:57:00,6,3.243,259,132,N,CRD,9.61,0.0,1.0,10.61
1,2024-01-11 08:34:00,2024-01-11 09:05:00,3,5.359,160,251,N,CRD,16.63,0.36,0.0,16.99
2,2024-01-26 02:00:00,2024-01-26 02:11:00,1,0.975,188,217,N,CRD,4.68,0.63,0.0,5.31
2,2024-01-08 13:41:00,2024-01-08 13:54:00,1,1.323,12,226,N,CRD,5.28,0.03,0.0,5.31
2,2024-01-13 11:42:00,2024-01-13 11:45:00,1,3.991,151,99,N,CRD,14.24,1.31,0.0,15.55
1,2024-01-29 07:01:00,2024-01-29 07:09:00,2,5.037,99,77,N,CRD,16.63,2.53,0.0,19.16
1,2024-01-30 14:06:00,2024-01-30 14:21:00,2,2.586,116,116,N,CRD,8.94,0.63,0.0,9.57
2,2024-01-29 15:21:00,2024-01-29 15:31:00,3,1.343,83,17,N,CSH,6.1,0.68,0.0,6.78
1,2024-01-10 19:08:00,2024-01-10 19:13:00,1,1.245,49,160,N,CSH,5.23,1.03,0.0,6.26
1,2024-01-27 03:25:00,2024-01-27 03:42:00,6,3.062,61,22,N,CSH,9.15,0.0,0.0,9.15
2,2024-01-30 00:26:00,2024-01-30 01:03:00,2,3.154,110,23,N,CSH,10.48,3.31,0.0,13.79
1,2024-01-31 07:47:00,2024-01-31 07:51:00,1,6.19,46,1,N,CRD,18.22,0.69,0.0,18.91
1,2024-01-01 15:33:00,2024-01-01 15:51:00,1,0.416,74,220,N,CRD,4.59,0.0,0.0,4.59
1,2024-01-24 02:16:00,2024-01-24 02:18:00,1,1.212,197,122,N,CRD,6.13,1.01,0.0,7.14
1,2024-01-31 21:34:00,2024-01-31 21:36:00,1,1.967,161,86,N,CSH,6.43,1.09,0.0,7.52
2,2024-01-24 16:54:00,2024-01-24 17:13:00,1,1.36,82,138,N,CRD,4.9,0.0,0.0,4.9
1,2024-01-08 05:28:00,2024-01-08 05:30:00,2,2.835,165,189,N,CRD,9.28,1.08,0.0,10.36
2,2024-01-24 15:22:00,2024-01-24 15:24:00,1,6.99,88,74,N,CSH,18.98,2.63,0.0,21.61
2,2024-01-04 06:18:00,2024-01-04 06:24:00,3,2.722,206,49,N,CRD,9.21,0.0,1.0,10.21
1,2024-01-15 21:34:00,2024-01-15 21:52:00,1,2.194,13,209,N,CRD,8.44,0.0,0.0,8.44
2,2024-01-20 09:54:00,2024-01-20 09:56:00,4,2.805,235,248,N,CRD,9.85,2.36,0.0,12.21
1,2024-01-15 03:36:00,2024-01-15 03:55:00,1,2.134,16,189,N,CSH,7.4,0.86,0.0,8.26
1,2024-01-22 16:40:00,2024-01-22 17:20:00,4,0.424,55,167,N,CRD,3.98,0.3,0.0,4.28
2,2024-01-08 10:43:00,2024-01-08 10:51:00,1,1.554,139,20,N,CRD,7.8,0.07,0.5,8.37
1,2024-01-19 19:01:00,2024-01-19 19:17:00,1,1.819,32,102,N,CRD,7.47,1.05,0.0,8.52
2,2024-01-20 23:44:00,2024-01-21 00:21:00,4,2.853,33,143,N,CRD,10.02,0.59,0.0,10.61
1,2024-01-20 15:32:00,2024-01-20 15:34:00,1,15.066,30,240,N,CRD,39.65,3.83,0.0,43.48
1,2024-01-09 23:15:00,2024-01-09 23:34:00,3,0.305,105,14,N,CSH,3.45,0.0,0.0,3.45
2,2024-01-10 11:12:00,2024-01-10 11:15:00,1,1.409,89,91,N,CRD,7.57,0.93,0.0,8.5
2,2024-01-08 23:48:00,2024-01-09 00:01:00,1,4.666,182,130,N,CRD,14.13,0.0,0.0,14.13
1,2024-01-15 07:33:00,2024-01-15 07:43:00,2,1.988,134,206,N,CRD,7.18,0.82,0.5,8.5
2,2024-01-19 03:57:00,2024-01-19 04:01:00,1,0.578,83,259,N,CSH,5.19,0.04,0.0,5.23
2,2024-01-12 05:43:00,2024-01-12 05:47:00,2,2.746,205,20,N,CRD,9.24,2.2,0.0,11.44
1,2024-01-13 17:01:00,2024-01-13 17:27:00,1,3.446,239,188,N,CSH,11.75,0.0,0.0,11.75
1,2024-01-09 21:05:00,2024-01-09 21:10:00,2,2.311,91,154,N,CRD,8.53,0.59,0.0,9.12
1,2024-01-07 18:49:00,2024-01-07 19:05:00,2,0.234,150,183,N,CRD,3.65,0.0,0.5,4.15
2,2024-01-21 09:08:00,2024-01-21 09:11:00,1,2.297,65,236,N,CRD,9.12,0.7,0.0,9.82
1,2024-01-26 07:08:00,2024-01-26 07:30:00,1,1.866,10,142,N,CSH,8.49,0.72,0.5,9.71
1,2024-01-10 00:17:00,2024-01-10 00:24:00,2,7.562,224,251,N,CRD,22.51,0.3,0.0,22.81
2,2024-01-27 16:15:00,2024-01-27 16:32:00,1,1.903,140,152,N,CRD,8.76,0.0,0.5,9.26
1,2024-01-18 16:48:00,2024-01-18 16:55:00,2,0.612,53,123,N,NoCharge,3.83,0.34,0.5,4.67
2,2024-01-06 04:46:00,2024-01-06 04:49:00,6,1.923,107,33,N,CRD,6.31,0.0,0.0,6.31
1,2024-01-12 08:18:00,2024-01-12 08:48:00,1,0.451,248,242,N,CRD,3.52,0.55,0.0,4.07
2,2024-01-01 05:35:00,2024-01-01 05:37:00,1,2.228,70,51,N,CRD,11.0,0.18,0.0,11.18
2,2024-01-02 05:08:00,2024-01-02 05:37:00,4,2.461,134,63,N,UNK,8.61,0.03,0.0,8.64
2,2024-01-11 10:04:00,2024-01-11 10:16:00,4,0.702,17,15,N,CRD,3.26,0.32,0.0,3.58
2,2024-01-15 02:07:00,2024-01-15 02:16:00,1,0.55,42,181,N,CSH,6.59,1.99,0.0,8.58
1,2024-01-25 17:20:00,2024-01-25 17:47:00,3,1.676,253,223,N,CSH,6.95,1.05,0.0,8.0
1,2024-01-05 03:55:00,2024-01-05 04:09:00,1,2.415,57,85,N,CRD,7.76,0.69,1.0,9.45
2,2024-01-27 00:20:00,2024-01-27 01:12:00,2,1.632,72,162,N,CRD,5.58,0.01,0.0,5.59
2,2024-01-08 06:29:00,2024-01-08 06:57:00,1,2.508,43,147,N,CSH,8.98,2.76,0.0,11.74
2,2024-01-05 06:55:00,2024-01-05 07:13:00,1,1.37,206,155,N,CSH,6.75,0.18,0.0,6.93
2,2024-01-22 16:43:00,2024-01-22 16:55:00,1,4.719,104,179,N,CRD,15.04,3.47,0.0,18.51
2,2024-01-25 00:06:00,2024-01-25 00:34:00,1,0.352,83,27,N,CRD,4.35,0.0,0.0,4.35
